CYP2C9 Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*42/*57,n/a,CYP2C9 Indeterminate,none
*42/*58,n/a,CYP2C9 Indeterminate,none
*42/*59,n/a,CYP2C9 Indeterminate,none
*42/*60,n/a,CYP2C9 Indeterminate,none
*42/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*42/*62,n/a,CYP2C9 Indeterminate,none
*42/*63,n/a,CYP2C9 Indeterminate,none
*42/*64,n/a,CYP2C9 Indeterminate,none
*42/*65,n/a,CYP2C9 Indeterminate,none
*42/*66,n/a,CYP2C9 Indeterminate,none
*42/*67,n/a,CYP2C9 Indeterminate,none
*42/*68,n/a,CYP2C9 Indeterminate,none
*42/*69,n/a,CYP2C9 Indeterminate,none
*42/*70,n/a,CYP2C9 Indeterminate,none
*42/*71,n/a,CYP2C9 Indeterminate,none
*42/*72,n/a,CYP2C9 Indeterminate,none
*42/*73,n/a,CYP2C9 Indeterminate,none
*42/*74,n/a,CYP2C9 Indeterminate,none
*42/*75,n/a,CYP2C9 Indeterminate,none
*43/*43,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*44,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*47,n/a,CYP2C9 Indeterminate,none
*43/*48,n/a,CYP2C9 Indeterminate,none
*43/*49,n/a,CYP2C9 Indeterminate,none
*43/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*51,n/a,CYP2C9 Indeterminate,none
*43/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*53,n/a,CYP2C9 Indeterminate,none
*43/*54,n/a,CYP2C9 Indeterminate,none
*43/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*56,n/a,CYP2C9 Indeterminate,none
*43/*57,n/a,CYP2C9 Indeterminate,none
*43/*58,n/a,CYP2C9 Indeterminate,none
*43/*59,n/a,CYP2C9 Indeterminate,none
*43/*60,n/a,CYP2C9 Indeterminate,none
*43/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*43/*62,n/a,CYP2C9 Indeterminate,none
*43/*63,n/a,CYP2C9 Indeterminate,none
*43/*64,n/a,CYP2C9 Indeterminate,none
*43/*65,n/a,CYP2C9 Indeterminate,none
*43/*66,n/a,CYP2C9 Indeterminate,none
*43/*67,n/a,CYP2C9 Indeterminate,none
*43/*68,n/a,CYP2C9 Indeterminate,none
*43/*69,n/a,CYP2C9 Indeterminate,none
*43/*70,n/a,CYP2C9 Indeterminate,none
*43/*71,n/a,CYP2C9 Indeterminate,none
*43/*72,n/a,CYP2C9 Indeterminate,none
*43/*73,n/a,CYP2C9 Indeterminate,none
*43/*74,n/a,CYP2C9 Indeterminate,none
*43/*75,n/a,CYP2C9 Indeterminate,none
*44/*44,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*45,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*44/*46,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*47,n/a,CYP2C9 Indeterminate,none
*44/*48,n/a,CYP2C9 Indeterminate,none
*44/*49,n/a,CYP2C9 Indeterminate,none
*44/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*51,n/a,CYP2C9 Indeterminate,none
*44/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*44/*53,n/a,CYP2C9 Indeterminate,none
*44/*54,n/a,CYP2C9 Indeterminate,none
*44/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*56,n/a,CYP2C9 Indeterminate,none
*44/*57,n/a,CYP2C9 Indeterminate,none
*44/*58,n/a,CYP2C9 Indeterminate,none
*44/*59,n/a,CYP2C9 Indeterminate,none
*44/*60,n/a,CYP2C9 Indeterminate,none
*44/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*44/*62,n/a,CYP2C9 Indeterminate,none
*44/*63,n/a,CYP2C9 Indeterminate,none
*44/*64,n/a,CYP2C9 Indeterminate,none
*44/*65,n/a,CYP2C9 Indeterminate,none
*44/*66,n/a,CYP2C9 Indeterminate,none
*44/*67,n/a,CYP2C9 Indeterminate,none
*44/*68,n/a,CYP2C9 Indeterminate,none
*44/*69,n/a,CYP2C9 Indeterminate,none
*44/*70,n/a,CYP2C9 Indeterminate,none
*44/*71,n/a,CYP2C9 Indeterminate,none
*44/*72,n/a,CYP2C9 Indeterminate,none
*44/*73,n/a,CYP2C9 Indeterminate,none
*44/*74,n/a,CYP2C9 Indeterminate,none
*44/*75,n/a,CYP2C9 Indeterminate,none
*45/*45,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*46,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*47,n/a,CYP2C9 Indeterminate,none
*45/*48,n/a,CYP2C9 Indeterminate,none
*45/*49,n/a,CYP2C9 Indeterminate,none
*45/*50,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*51,n/a,CYP2C9 Indeterminate,none
*45/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*53,n/a,CYP2C9 Indeterminate,none
*45/*54,n/a,CYP2C9 Indeterminate,none
*45/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*56,n/a,CYP2C9 Indeterminate,none
*45/*57,n/a,CYP2C9 Indeterminate,none
*45/*58,n/a,CYP2C9 Indeterminate,none
*45/*59,n/a,CYP2C9 Indeterminate,none
*45/*60,n/a,CYP2C9 Indeterminate,none
*45/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*45/*62,n/a,CYP2C9 Indeterminate,none
*45/*63,n/a,CYP2C9 Indeterminate,none
*45/*64,n/a,CYP2C9 Indeterminate,none
*45/*65,n/a,CYP2C9 Indeterminate,none
*45/*66,n/a,CYP2C9 Indeterminate,none
*45/*67,n/a,CYP2C9 Indeterminate,none
*45/*68,n/a,CYP2C9 Indeterminate,none
*45/*69,n/a,CYP2C9 Indeterminate,none
*45/*70,n/a,CYP2C9 Indeterminate,none
*45/*71,n/a,CYP2C9 Indeterminate,none
*45/*72,n/a,CYP2C9 Indeterminate,none
*45/*73,n/a,CYP2C9 Indeterminate,none
*45/*74,n/a,CYP2C9 Indeterminate,none
*45/*75,n/a,CYP2C9 Indeterminate,none
*46/*46,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*47,n/a,CYP2C9 Indeterminate,none
*46/*48,n/a,CYP2C9 Indeterminate,none
*46/*49,n/a,CYP2C9 Indeterminate,none
*46/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*51,n/a,CYP2C9 Indeterminate,none
*46/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*46/*53,n/a,CYP2C9 Indeterminate,none
*46/*54,n/a,CYP2C9 Indeterminate,none
*46/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*56,n/a,CYP2C9 Indeterminate,none
*46/*57,n/a,CYP2C9 Indeterminate,none
*46/*58,n/a,CYP2C9 Indeterminate,none
*46/*59,n/a,CYP2C9 Indeterminate,none
*46/*60,n/a,CYP2C9 Indeterminate,none
*46/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*46/*62,n/a,CYP2C9 Indeterminate,none
*46/*63,n/a,CYP2C9 Indeterminate,none
*46/*64,n/a,CYP2C9 Indeterminate,none
*46/*65,n/a,CYP2C9 Indeterminate,none
*46/*66,n/a,CYP2C9 Indeterminate,none
*46/*67,n/a,CYP2C9 Indeterminate,none
*46/*68,n/a,CYP2C9 Indeterminate,none
*46/*69,n/a,CYP2C9 Indeterminate,none
*46/*70,n/a,CYP2C9 Indeterminate,none
*46/*71,n/a,CYP2C9 Indeterminate,none
*46/*72,n/a,CYP2C9 Indeterminate,none
*46/*73,n/a,CYP2C9 Indeterminate,none
*46/*74,n/a,CYP2C9 Indeterminate,none
*46/*75,n/a,CYP2C9 Indeterminate,none
*47/*47,n/a,CYP2C9 Indeterminate,none
*47/*48,n/a,CYP2C9 Indeterminate,none
*47/*49,n/a,CYP2C9 Indeterminate,none
*47/*50,n/a,CYP2C9 Indeterminate,none
*47/*51,n/a,CYP2C9 Indeterminate,none
*47/*52,n/a,CYP2C9 Indeterminate,none
*47/*53,n/a,CYP2C9 Indeterminate,none
*47/*54,n/a,CYP2C9 Indeterminate,none
*47/*55,n/a,CYP2C9 Indeterminate,none
*47/*56,n/a,CYP2C9 Indeterminate,none
*47/*57,n/a,CYP2C9 Indeterminate,none
*47/*58,n/a,CYP2C9 Indeterminate,none
*47/*59,n/a,CYP2C9 Indeterminate,none
*47/*60,n/a,CYP2C9 Indeterminate,none
*47/*61,n/a,CYP2C9 Indeterminate,none
*47/*62,n/a,CYP2C9 Indeterminate,none
*47/*63,n/a,CYP2C9 Indeterminate,none
*47/*64,n/a,CYP2C9 Indeterminate,none
*47/*65,n/a,CYP2C9 Indeterminate,none
*47/*66,n/a,CYP2C9 Indeterminate,none
*47/*67,n/a,CYP2C9 Indeterminate,none
*47/*68,n/a,CYP2C9 Indeterminate,none
*47/*69,n/a,CYP2C9 Indeterminate,none
*47/*70,n/a,CYP2C9 Indeterminate,none
*47/*71,n/a,CYP2C9 Indeterminate,none
*47/*72,n/a,CYP2C9 Indeterminate,none
*47/*73,n/a,CYP2C9 Indeterminate,none
*47/*74,n/a,CYP2C9 Indeterminate,none
*47/*75,n/a,CYP2C9 Indeterminate,none
*48/*48,n/a,CYP2C9 Indeterminate,none
*48/*49,n/a,CYP2C9 Indeterminate,none
*48/*50,n/a,CYP2C9 Indeterminate,none
*48/*51,n/a,CYP2C9 Indeterminate,none
*48/*52,n/a,CYP2C9 Indeterminate,none
*48/*53,n/a,CYP2C9 Indeterminate,none
*48/*54,n/a,CYP2C9 Indeterminate,none
*48/*55,n/a,CYP2C9 Indeterminate,none
*48/*56,n/a,CYP2C9 Indeterminate,none
*48/*57,n/a,CYP2C9 Indeterminate,none
*48/*58,n/a,CYP2C9 Indeterminate,none
*48/*59,n/a,CYP2C9 Indeterminate,none
*48/*60,n/a,CYP2C9 Indeterminate,none
*48/*61,n/a,CYP2C9 Indeterminate,none
*48/*62,n/a,CYP2C9 Indeterminate,none
*48/*63,n/a,CYP2C9 Indeterminate,none
*48/*64,n/a,CYP2C9 Indeterminate,none
*48/*65,n/a,CYP2C9 Indeterminate,none
*48/*66,n/a,CYP2C9 Indeterminate,none
*48/*67,n/a,CYP2C9 Indeterminate,none
*48/*68,n/a,CYP2C9 Indeterminate,none
*48/*69,n/a,CYP2C9 Indeterminate,none
*48/*70,n/a,CYP2C9 Indeterminate,none
*48/*71,n/a,CYP2C9 Indeterminate,none
*48/*72,n/a,CYP2C9 Indeterminate,none
*48/*73,n/a,CYP2C9 Indeterminate,none
*48/*74,n/a,CYP2C9 Indeterminate,none
*48/*75,n/a,CYP2C9 Indeterminate,none
*49/*49,n/a,CYP2C9 Indeterminate,none
*49/*50,n/a,CYP2C9 Indeterminate,none
*49/*51,n/a,CYP2C9 Indeterminate,none
*49/*52,n/a,CYP2C9 Indeterminate,none
*49/*53,n/a,CYP2C9 Indeterminate,none
*49/*54,n/a,CYP2C9 Indeterminate,none
*49/*55,n/a,CYP2C9 Indeterminate,none
*49/*56,n/a,CYP2C9 Indeterminate,none
*49/*57,n/a,CYP2C9 Indeterminate,none
*49/*58,n/a,CYP2C9 Indeterminate,none
*49/*59,n/a,CYP2C9 Indeterminate,none
*49/*60,n/a,CYP2C9 Indeterminate,none
*49/*61,n/a,CYP2C9 Indeterminate,none
*49/*62,n/a,CYP2C9 Indeterminate,none
*49/*63,n/a,CYP2C9 Indeterminate,none
*49/*64,n/a,CYP2C9 Indeterminate,none
*49/*65,n/a,CYP2C9 Indeterminate,none
*49/*66,n/a,CYP2C9 Indeterminate,none
*49/*67,n/a,CYP2C9 Indeterminate,none
*49/*68,n/a,CYP2C9 Indeterminate,none
*49/*69,n/a,CYP2C9 Indeterminate,none
*49/*70,n/a,CYP2C9 Indeterminate,none
*49/*71,n/a,CYP2C9 Indeterminate,none
*49/*72,n/a,CYP2C9 Indeterminate,none
*49/*73,n/a,CYP2C9 Indeterminate,none
*49/*74,n/a,CYP2C9 Indeterminate,none
*49/*75,n/a,CYP2C9 Indeterminate,none
*50/*50,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*51,n/a,CYP2C9 Indeterminate,none
*50/*52,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*50/*53,n/a,CYP2C9 Indeterminate,none
*50/*54,n/a,CYP2C9 Indeterminate,none
*50/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*56,n/a,CYP2C9 Indeterminate,none
*50/*57,n/a,CYP2C9 Indeterminate,none
*50/*58,n/a,CYP2C9 Indeterminate,none
*50/*59,n/a,CYP2C9 Indeterminate,none
*50/*60,n/a,CYP2C9 Indeterminate,none
*50/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*50/*62,n/a,CYP2C9 Indeterminate,none
*50/*63,n/a,CYP2C9 Indeterminate,none
*50/*64,n/a,CYP2C9 Indeterminate,none
*50/*65,n/a,CYP2C9 Indeterminate,none
*50/*66,n/a,CYP2C9 Indeterminate,none
*50/*67,n/a,CYP2C9 Indeterminate,none
*50/*68,n/a,CYP2C9 Indeterminate,none
*50/*69,n/a,CYP2C9 Indeterminate,none
*50/*70,n/a,CYP2C9 Indeterminate,none
*50/*71,n/a,CYP2C9 Indeterminate,none
*50/*72,n/a,CYP2C9 Indeterminate,none
*50/*73,n/a,CYP2C9 Indeterminate,none
*50/*74,n/a,CYP2C9 Indeterminate,none
*50/*75,n/a,CYP2C9 Indeterminate,none
*51/*51,n/a,CYP2C9 Indeterminate,none
*51/*52,n/a,CYP2C9 Indeterminate,none
*51/*53,n/a,CYP2C9 Indeterminate,none
*51/*54,n/a,CYP2C9 Indeterminate,none
*51/*55,n/a,CYP2C9 Indeterminate,none
*51/*56,n/a,CYP2C9 Indeterminate,none
*51/*57,n/a,CYP2C9 Indeterminate,none
*51/*58,n/a,CYP2C9 Indeterminate,none
*51/*59,n/a,CYP2C9 Indeterminate,none
*51/*60,n/a,CYP2C9 Indeterminate,none
*51/*61,n/a,CYP2C9 Indeterminate,none
*51/*62,n/a,CYP2C9 Indeterminate,none
*51/*63,n/a,CYP2C9 Indeterminate,none
*51/*64,n/a,CYP2C9 Indeterminate,none
*51/*65,n/a,CYP2C9 Indeterminate,none
*51/*66,n/a,CYP2C9 Indeterminate,none
*51/*67,n/a,CYP2C9 Indeterminate,none
*51/*68,n/a,CYP2C9 Indeterminate,none
*51/*69,n/a,CYP2C9 Indeterminate,none
*51/*70,n/a,CYP2C9 Indeterminate,none
*51/*71,n/a,CYP2C9 Indeterminate,none
*51/*72,n/a,CYP2C9 Indeterminate,none
*51/*73,n/a,CYP2C9 Indeterminate,none
*51/*74,n/a,CYP2C9 Indeterminate,none
*51/*75,n/a,CYP2C9 Indeterminate,none
*52/*52,0.0,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*52/*53,n/a,CYP2C9 Indeterminate,none
*52/*54,n/a,CYP2C9 Indeterminate,none
*52/*55,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*52/*56,n/a,CYP2C9 Indeterminate,none
*52/*57,n/a,CYP2C9 Indeterminate,none
*52/*58,n/a,CYP2C9 Indeterminate,none
*52/*59,n/a,CYP2C9 Indeterminate,none
*52/*60,n/a,CYP2C9 Indeterminate,none
*52/*61,0.5,CYP2C9 Poor Metabolizer,Abnormal/Priority/High Risk
*52/*62,n/a,CYP2C9 Indeterminate,none
*52/*63,n/a,CYP2C9 Indeterminate,none
*52/*64,n/a,CYP2C9 Indeterminate,none
*52/*65,n/a,CYP2C9 Indeterminate,none
*52/*66,n/a,CYP2C9 Indeterminate,none
*52/*67,n/a,CYP2C9 Indeterminate,none
*52/*68,n/a,CYP2C9 Indeterminate,none
*52/*69,n/a,CYP2C9 Indeterminate,none
*52/*70,n/a,CYP2C9 Indeterminate,none
*52/*71,n/a,CYP2C9 Indeterminate,none
*52/*72,n/a,CYP2C9 Indeterminate,none
*52/*73,n/a,CYP2C9 Indeterminate,none
*52/*74,n/a,CYP2C9 Indeterminate,none
*52/*75,n/a,CYP2C9 Indeterminate,none
*53/*53,n/a,CYP2C9 Indeterminate,none
*53/*54,n/a,CYP2C9 Indeterminate,none
*53/*55,n/a,CYP2C9 Indeterminate,none
*53/*56,n/a,CYP2C9 Indeterminate,none
*53/*57,n/a,CYP2C9 Indeterminate,none
*53/*58,n/a,CYP2C9 Indeterminate,none
*53/*59,n/a,CYP2C9 Indeterminate,none
*53/*60,n/a,CYP2C9 Indeterminate,none
*53/*61,n/a,CYP2C9 Indeterminate,none
*53/*62,n/a,CYP2C9 Indeterminate,none
*53/*63,n/a,CYP2C9 Indeterminate,none
*53/*64,n/a,CYP2C9 Indeterminate,none
*53/*65,n/a,CYP2C9 Indeterminate,none
*53/*66,n/a,CYP2C9 Indeterminate,none
*53/*67,n/a,CYP2C9 Indeterminate,none
*53/*68,n/a,CYP2C9 Indeterminate,none
*53/*69,n/a,CYP2C9 Indeterminate,none
*53/*70,n/a,CYP2C9 Indeterminate,none
*53/*71,n/a,CYP2C9 Indeterminate,none
*53/*72,n/a,CYP2C9 Indeterminate,none
*53/*73,n/a,CYP2C9 Indeterminate,none
*53/*74,n/a,CYP2C9 Indeterminate,none
*53/*75,n/a,CYP2C9 Indeterminate,none
*54/*54,n/a,CYP2C9 Indeterminate,none
*54/*55,n/a,CYP2C9 Indeterminate,none
*54/*56,n/a,CYP2C9 Indeterminate,none
*54/*57,n/a,CYP2C9 Indeterminate,none
*54/*58,n/a,CYP2C9 Indeterminate,none
*54/*59,n/a,CYP2C9 Indeterminate,none
*54/*60,n/a,CYP2C9 Indeterminate,none
*54/*61,n/a,CYP2C9 Indeterminate,none
*54/*62,n/a,CYP2C9 Indeterminate,none
*54/*63,n/a,CYP2C9 Indeterminate,none
*54/*64,n/a,CYP2C9 Indeterminate,none
*54/*65,n/a,CYP2C9 Indeterminate,none
*54/*66,n/a,CYP2C9 Indeterminate,none
*54/*67,n/a,CYP2C9 Indeterminate,none
*54/*68,n/a,CYP2C9 Indeterminate,none
*54/*69,n/a,CYP2C9 Indeterminate,none
*54/*70,n/a,CYP2C9 Indeterminate,none
*54/*71,n/a,CYP2C9 Indeterminate,none
*54/*72,n/a,CYP2C9 Indeterminate,none
*54/*73,n/a,CYP2C9 Indeterminate,none
*54/*74,n/a,CYP2C9 Indeterminate,none
*54/*75,n/a,CYP2C9 Indeterminate,none
*55/*55,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*55/*56,n/a,CYP2C9 Indeterminate,none
*55/*57,n/a,CYP2C9 Indeterminate,none
*55/*58,n/a,CYP2C9 Indeterminate,none
*55/*59,n/a,CYP2C9 Indeterminate,none
*55/*60,n/a,CYP2C9 Indeterminate,none
*55/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*55/*62,n/a,CYP2C9 Indeterminate,none
*55/*63,n/a,CYP2C9 Indeterminate,none
*55/*64,n/a,CYP2C9 Indeterminate,none
*55/*65,n/a,CYP2C9 Indeterminate,none
*55/*66,n/a,CYP2C9 Indeterminate,none
*55/*67,n/a,CYP2C9 Indeterminate,none
*55/*68,n/a,CYP2C9 Indeterminate,none
*55/*69,n/a,CYP2C9 Indeterminate,none
*55/*70,n/a,CYP2C9 Indeterminate,none
*55/*71,n/a,CYP2C9 Indeterminate,none
*55/*72,n/a,CYP2C9 Indeterminate,none
*55/*73,n/a,CYP2C9 Indeterminate,none
*55/*74,n/a,CYP2C9 Indeterminate,none
*55/*75,n/a,CYP2C9 Indeterminate,none
*56/*56,n/a,CYP2C9 Indeterminate,none
*56/*57,n/a,CYP2C9 Indeterminate,none
*56/*58,n/a,CYP2C9 Indeterminate,none
*56/*59,n/a,CYP2C9 Indeterminate,none
*56/*60,n/a,CYP2C9 Indeterminate,none
*56/*61,n/a,CYP2C9 Indeterminate,none
*56/*62,n/a,CYP2C9 Indeterminate,none
*56/*63,n/a,CYP2C9 Indeterminate,none
*56/*64,n/a,CYP2C9 Indeterminate,none
*56/*65,n/a,CYP2C9 Indeterminate,none
*56/*66,n/a,CYP2C9 Indeterminate,none
*56/*67,n/a,CYP2C9 Indeterminate,none
*56/*68,n/a,CYP2C9 Indeterminate,none
*56/*69,n/a,CYP2C9 Indeterminate,none
*56/*70,n/a,CYP2C9 Indeterminate,none
*56/*71,n/a,CYP2C9 Indeterminate,none
*56/*72,n/a,CYP2C9 Indeterminate,none
*56/*73,n/a,CYP2C9 Indeterminate,none
*56/*74,n/a,CYP2C9 Indeterminate,none
*56/*75,n/a,CYP2C9 Indeterminate,none
*57/*57,n/a,CYP2C9 Indeterminate,none
*57/*58,n/a,CYP2C9 Indeterminate,none
*57/*59,n/a,CYP2C9 Indeterminate,none
*57/*60,n/a,CYP2C9 Indeterminate,none
*57/*61,n/a,CYP2C9 Indeterminate,none
*57/*62,n/a,CYP2C9 Indeterminate,none
*57/*63,n/a,CYP2C9 Indeterminate,none
*57/*64,n/a,CYP2C9 Indeterminate,none
*57/*65,n/a,CYP2C9 Indeterminate,none
*57/*66,n/a,CYP2C9 Indeterminate,none
*57/*67,n/a,CYP2C9 Indeterminate,none
*57/*68,n/a,CYP2C9 Indeterminate,none
*57/*69,n/a,CYP2C9 Indeterminate,none
*57/*70,n/a,CYP2C9 Indeterminate,none
*57/*71,n/a,CYP2C9 Indeterminate,none
*57/*72,n/a,CYP2C9 Indeterminate,none
*57/*73,n/a,CYP2C9 Indeterminate,none
*57/*74,n/a,CYP2C9 Indeterminate,none
*57/*75,n/a,CYP2C9 Indeterminate,none
*58/*58,n/a,CYP2C9 Indeterminate,none
*58/*59,n/a,CYP2C9 Indeterminate,none
*58/*60,n/a,CYP2C9 Indeterminate,none
*58/*61,n/a,CYP2C9 Indeterminate,none
*58/*62,n/a,CYP2C9 Indeterminate,none
*58/*63,n/a,CYP2C9 Indeterminate,none
*58/*64,n/a,CYP2C9 Indeterminate,none
*58/*65,n/a,CYP2C9 Indeterminate,none
*58/*66,n/a,CYP2C9 Indeterminate,none
*58/*67,n/a,CYP2C9 Indeterminate,none
*58/*68,n/a,CYP2C9 Indeterminate,none
*58/*69,n/a,CYP2C9 Indeterminate,none
*58/*70,n/a,CYP2C9 Indeterminate,none
*58/*71,n/a,CYP2C9 Indeterminate,none
*58/*72,n/a,CYP2C9 Indeterminate,none
*58/*73,n/a,CYP2C9 Indeterminate,none
*58/*74,n/a,CYP2C9 Indeterminate,none
*58/*75,n/a,CYP2C9 Indeterminate,none
*59/*59,n/a,CYP2C9 Indeterminate,none
*59/*60,n/a,CYP2C9 Indeterminate,none
*59/*61,n/a,CYP2C9 Indeterminate,none
*59/*62,n/a,CYP2C9 Indeterminate,none
*59/*63,n/a,CYP2C9 Indeterminate,none
*59/*64,n/a,CYP2C9 Indeterminate,none
*59/*65,n/a,CYP2C9 Indeterminate,none
*59/*66,n/a,CYP2C9 Indeterminate,none
*59/*67,n/a,CYP2C9 Indeterminate,none
*59/*68,n/a,CYP2C9 Indeterminate,none
*59/*69,n/a,CYP2C9 Indeterminate,none
*59/*70,n/a,CYP2C9 Indeterminate,none
*59/*71,n/a,CYP2C9 Indeterminate,none
*59/*72,n/a,CYP2C9 Indeterminate,none
*59/*73,n/a,CYP2C9 Indeterminate,none
*59/*74,n/a,CYP2C9 Indeterminate,none
*59/*75,n/a,CYP2C9 Indeterminate,none
*60/*60,n/a,CYP2C9 Indeterminate,none
*60/*61,n/a,CYP2C9 Indeterminate,none
*60/*62,n/a,CYP2C9 Indeterminate,none
*60/*63,n/a,CYP2C9 Indeterminate,none
*60/*64,n/a,CYP2C9 Indeterminate,none
*60/*65,n/a,CYP2C9 Indeterminate,none
*60/*66,n/a,CYP2C9 Indeterminate,none
*60/*67,n/a,CYP2C9 Indeterminate,none
*60/*68,n/a,CYP2C9 Indeterminate,none
*60/*69,n/a,CYP2C9 Indeterminate,none
*60/*70,n/a,CYP2C9 Indeterminate,none
*60/*71,n/a,CYP2C9 Indeterminate,none
*60/*72,n/a,CYP2C9 Indeterminate,none
*60/*73,n/a,CYP2C9 Indeterminate,none
*60/*74,n/a,CYP2C9 Indeterminate,none
*60/*75,n/a,CYP2C9 Indeterminate,none
*61/*61,1.0,CYP2C9 Intermediate Metabolizer,Abnormal/Priority/High Risk
*61/*62,n/a,CYP2C9 Indeterminate,none
*61/*63,n/a,CYP2C9 Indeterminate,none
*61/*64,n/a,CYP2C9 Indeterminate,none
*61/*65,n/a,CYP2C9 Indeterminate,none
*61/*66,n/a,CYP2C9 Indeterminate,none
*61/*67,n/a,CYP2C9 Indeterminate,none
*61/*68,n/a,CYP2C9 Indeterminate,none
*61/*69,n/a,CYP2C9 Indeterminate,none
*61/*70,n/a,CYP2C9 Indeterminate,none
*61/*71,n/a,CYP2C9 Indeterminate,none
*61/*72,n/a,CYP2C9 Indeterminate,none
*61/*73,n/a,CYP2C9 Indeterminate,none
*61/*74,n/a,CYP2C9 Indeterminate,none
*61/*75,n/a,CYP2C9 Indeterminate,none
*62/*62,n/a,CYP2C9 Indeterminate,none
*62/*63,n/a,CYP2C9 Indeterminate,none
*62/*64,n/a,CYP2C9 Indeterminate,none
*62/*65,n/a,CYP2C9 Indeterminate,none
*62/*66,n/a,CYP2C9 Indeterminate,none
*62/*67,n/a,CYP2C9 Indeterminate,none
*62/*68,n/a,CYP2C9 Indeterminate,none
*62/*69,n/a,CYP2C9 Indeterminate,none
*62/*70,n/a,CYP2C9 Indeterminate,none
*62/*71,n/a,CYP2C9 Indeterminate,none
*62/*72,n/a,CYP2C9 Indeterminate,none
*62/*73,n/a,CYP2C9 Indeterminate,none
*62/*74,n/a,CYP2C9 Indeterminate,none
*62/*75,n/a,CYP2C9 Indeterminate,none
*63/*63,n/a,CYP2C9 Indeterminate,none
*63/*64,n/a,CYP2C9 Indeterminate,none
*63/*65,n/a,CYP2C9 Indeterminate,none
*63/*66,n/a,CYP2C9 Indeterminate,none
*63/*67,n/a,CYP2C9 Indeterminate,none
*63/*68,n/a,CYP2C9 Indeterminate,none
*63/*69,n/a,CYP2C9 Indeterminate,none
*63/*70,n/a,CYP2C9 Indeterminate,none
*63/*71,n/a,CYP2C9 Indeterminate,none
*63/*72,n/a,CYP2C9 Indeterminate,none
*63/*73,n/a,CYP2C9 Indeterminate,none
*63/*74,n/a,CYP2C9 Indeterminate,none
*63/*75,n/a,CYP2C9 Indeterminate,none
*64/*64,n/a,CYP2C9 Indeterminate,none
*64/*65,n/a,CYP2C9 Indeterminate,none
*64/*66,n/a,CYP2C9 Indeterminate,none
*64/*67,n/a,CYP2C9 Indeterminate,none
*64/*68,n/a,CYP2C9 Indeterminate,none
*64/*69,n/a,CYP2C9 Indeterminate,none
*64/*70,n/a,CYP2C9 Indeterminate,none
*64/*71,n/a,CYP2C9 Indeterminate,none
*64/*72,n/a,CYP2C9 Indeterminate,none
*64/*73,n/a,CYP2C9 Indeterminate,none
